2019-10-04 16:43:43 [scrapy.utils.log] INFO: Scrapy 1.6.0 started (bot: HuPu)
2019-10-04 16:43:43 [scrapy.utils.log] INFO: Versions: lxml 4.4.1.0, libxml2 2.9.9, cssselect 1.1.0, parsel 1.5.2, w3lib 1.21.0, Twisted 19.7.0, Python 3.7.4 (default, Aug 13 2019, 20:35:49) - [GCC 7.3.0], pyOpenSSL 19.0.0 (OpenSSL 1.1.1d  10 Sep 2019), cryptography 2.7, Platform Linux-5.0.0-29-generic-x86_64-with-debian-buster-sid
2019-10-04 16:43:43 [scrapy.crawler] INFO: Overridden settings: {'BOT_NAME': 'HuPu', 'LOG_FILE': 'hupu_bxj.log', 'NEWSPIDER_MODULE': 'HuPu.spiders', 'SPIDER_MODULES': ['HuPu.spiders'], 'USER_AGENT': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36'}
2019-10-04 16:43:43 [scrapy.extensions.telnet] INFO: Telnet Password: d88423b76f220d99
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2019-10-04 16:43:43 [scrapy.core.engine] INFO: Spider opened
2019-10-04 16:43:43 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-10-04 16:43:43 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673833.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673214.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29470517.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669000.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29656292.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29668997.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673577.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673854.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671343.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673903.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:48 [scrapy.core.engine] INFO: Closing spider (finished)
2019-10-04 16:43:48 [scrapy.statscollectors] INFO: Dumping Scrapy stats:
{'downloader/request_bytes': 55936,
 'downloader/request_count': 123,
 'downloader/request_method_count/GET': 123,
 'downloader/response_bytes': 2409799,
 'downloader/response_count': 123,
 'downloader/response_status_count/200': 122,
 'downloader/response_status_count/301': 1,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2019, 10, 4, 8, 43, 48, 264101),
 'log_count/DEBUG': 123,
 'log_count/INFO': 9,
 'memusage/max': 55910400,
 'memusage/startup': 55910400,
 'request_depth_max': 1,
 'response_received_count': 122,
 'scheduler/dequeued': 123,
 'scheduler/dequeued/memory': 123,
 'scheduler/enqueued': 123,
 'scheduler/enqueued/memory': 123,
 'start_time': datetime.datetime(2019, 10, 4, 8, 43, 43, 759131)}
2019-10-04 16:43:48 [scrapy.core.engine] INFO: Spider closed (finished)
